site,al,ca,dy,mn,na,k,u,eu,sm,la,ti,lu,nd,co,sc,fe,ce,yb,cs,ta,cr,th,ni,rb,tb,hf,zn,id
"Palaiokastro (Arcadia)",67800,95000,4.97,901,4490,17521,1.71,1.3071,5.39,30.9,3920,.4059,26.9,23.4,18.63,48100,59.7,2.7482,3.66,.81,236,10.02,198,107,.86,4.06,99,992
"Palaiokastro (Arcadia)",72100,89000,5.41,869,5040,17148,1.9,1.504,5.83,33,4240,.4408,31.1,25.6,19.2,49500,63.2,3.1076,4.15,.842,273,10.96,204,107,.95,4.04,87,993
"Palaiokastro (Arcadia)",78500,100000,4.95,1059,6820,10252,2.4,1.3876,5.67,31.4,4840,.3964,27.4,28.7,22.23,53500,63.4,2.9807,4.7,.867,251,11.07,169,75,.94,3.56,183,994
"Palaiokastro (Arcadia)",85000,8900,5.16,120,5400,18453,2.69,1.3697,6.1,36.8,4540,.4704,32.8,11.6,19.29,50500,72,3.0864,7.57,.972,163,12.45,79,149,.85,5.56,81,995
"Palaiokastro (Arcadia)",88800,6100,5.06,118,5400,17521,2.83,1.4772,6.34,38.4,4740,.4799,34.5,11.5,19.33,50900,77.7,3.2661,7.81,.986,172,12.72,78,148,.9,5.26,91,996
"Palaiokastro (Arcadia)",77800,100000,4.38,1107,7350,15284,2.15,1.3339,5.45,30.8,4460,.3763,27.1,30.8,21.34,54500,61.7,2.5897,6.63,.837,259,11.13,252,108,.72,2.72,126,997
"Palaiokastro (Arcadia)",67300,125000,4.67,1186,11450,14166,1.78,1.2623,5.16,28.4,4040,.3583,25.3,25.2,19,47400,55.5,2.7376,4.89,.731,253,9.65,196,91,.78,3.9,125,998
"Palaiokastro (Arcadia)",83200,110000,4.48,904,4250,21528,2.31,1.2534,5.28,32.2,4160,.3879,31.5,30.2,23.06,59400,63.6,2.6425,6.74,.799,303,11.43,274,143,.81,3.78,110,999
"Palaiokastro (Arcadia)",84000,91000,4.41,849,1780,20503,2.35,1.2444,5.37,34.1,4740,.4165,31.6,28.6,22.83,59700,62.7,2.7165,8.92,.799,265,11.19,206,148,.74,3.74,95,1000
"Palaiokastro (Arcadia)",76800,95000,5.09,1021,9500,12395,1.96,1.325,5.44,30.1,4400,.4101,27,28.4,23.02,56300,59.5,2.6636,5.41,.88,281,11.54,179,82,.79,3.87,106,1001
"Palaiokastro (Arcadia)",82800,87000,5.43,905,4330,14445,2.94,1.5309,6.36,35.8,4690,.4566,34.3,30.7,21.48,59900,72.2,3.0336,1.45,.945,321,12.09,237,59,1.05,4.02,108,1002
"Palaiokastro (Arcadia)",84400,103000,4.99,963,4310,20690,2.2,1.2892,5.43,33.3,4400,.426,35.8,29.4,21.72,55900,65.5,2.8856,6.87,.849,259,11.66,214,123,.8,3.9,112,1003
"Palaiokastro (Arcadia)",77600,40000,5.26,916,6440,16030,2.23,1.4145,5.95,31.4,4550,.4545,33.2,29.4,19.26,49400,59.1,3.1393,4.08,.833,413,10.68,280,79,.91,4.71,92,1004
"Palaiokastro (Arcadia)",71500,95000,4.89,580,5110,21342,3.25,1.2086,5.29,30.1,3770,.3921,25.7,21.4,18.22,46700,61.4,2.6108,4.9,.822,271,10.02,179,100,.9,4.24,96,1005
"Palaiokastro (Arcadia)",73400,88000,5.21,1319,3130,16030,2.3,1.4056,5.84,32.7,4230,.3847,31.1,29.4,19.96,56500,63.9,2.8116,2.91,.831,305,10.95,226,60,1.01,3.84,80,1006
"Palaiokastro (Arcadia)",78200,112000,5.12,1342,4620,4473,1.4,1.4145,6.14,31.9,4940,.4228,30.9,35.5,21.62,58600,65.7,2.7799,6.25,.931,333,11.71,287,177,.98,4.79,112,1007
"Palaiokastro (Arcadia)",88800,81000,4.94,885,2790,13234,2.22,1.3071,5.5,33.6,4910,.4323,32.5,32.8,24.13,64200,67.7,3.0019,2.93,.855,304,12.3,274,68,.88,3.12,126,1008
"Platanos-Renia, Elis",82100,38000,4.81,1000,8860,27307,2.34,1.2981,5.57,31.8,5050,.463,28.4,29.7,22.45,56000,65.1,3.0442,6.74,.875,290,11.45,242,162,.84,4.42,112,1009
"Platanos-Renia, Elis",74300,61000,4.79,823,9680,21901,2.33,1.2444,5.4,29.4,4640,.4228,28.5,24.8,19.36,50000,59.8,2.6108,5.73,.819,273,10.32,192,143,.81,4.36,113,1010
"Platanos-Renia, Elis",71800,89000,4.71,1040,6380,20596,2.44,1.2534,5.34,30.5,4180,.389,27,28.2,20.02,51000,59,2.6954,7.46,.788,234,10.14,198,150,.82,3.45,119,1011
"Platanos-Renia, Elis",75900,79000,4.55,1452,9440,26468,2.21,1.316,5.62,31.5,4400,.4355,26.5,29.8,20.48,53100,63.3,2.7482,6.87,.821,261,10.61,222,145,.85,4.3,113,1012
"Platanos-Renia, Elis",75000,96000,4.46,896,10970,14445,2.41,1.2175,5.17,29.7,4540,.3657,27,29.3,21.01,53900,57.4,2.6002,7.15,.804,259,10.42,201,94,.84,3.67,101,1013
"Platanos-Renia, Elis",82900,75000,5.26,1140,7180,24418,2.27,1.4772,6.07,36.3,5220,.4778,28.7,35.3,25.96,62400,71.2,3.1182,4.41,.909,288,12.34,234,98,.91,3.82,156,1014
"Platanos-Renia, Elis",93600,53000,4.74,1046,7810,25629,2.4,1.3608,5.6,34.3,5110,.4714,30.7,33.8,25.22,61400,68.4,3.0864,6.47,.907,288,12.13,216,143,.93,4.21,141,1015
"Platanos-Renia, Elis",72400,90000,4.6,970,5400,19758,2.62,1.2802,5.4,30.5,3980,.4101,25.7,29.8,20.33,51900,61.3,2.7059,7.57,.772,248,10.06,208,156,.85,3.2,104,1016
"Platanos-Renia, Elis",83600,49000,5.09,1209,6850,27213,2.29,1.4235,5.9,34.2,4770,.4651,28.9,39.3,23.89,61000,71,3.2344,5.73,.911,288,12.1,265,129,.83,3.79,139,1017
"Platanos-Renia, Elis",80500,67000,4.69,988,6890,19758,2.24,1.2534,5.34,30.3,4590,.4101,27.9,30.1,21.61,55000,61.3,2.8011,5.91,.85,233,11.04,212,125,.83,3.52,103,1018
"Platanos-Renia, Elis",83100,44000,4.94,1189,7180,30755,2.39,1.316,5.62,31.4,4890,.4397,29.6,32,24.12,58300,69.4,2.9173,7.81,.904,284,11.96,258,153,.83,4.24,125,1019
"Platanos-Renia, Elis",70600,61000,6.79,1257,3410,13700,2.34,1.8621,7.5,37.2,4080,.5126,39.3,32.8,19.18,47300,69.1,3.5515,3.88,.822,329,10.41,269,78,1.21,4.15,94,1020
"Platanos-Renia, Elis",80700,62000,5.18,1153,8370,24977,2.32,1.4682,5.61,32,5190,.4387,31.5,31.3,22.46,52900,67.5,3.0442,7.38,.965,286,11.37,204,181,.91,4,123,1021
"Platanos-Renia, Elis",77000,27000,7.49,1118,5970,19758,2.25,2.1128,8.37,38.7,4390,.5486,39.8,32.7,19.56,49800,71.3,4.2386,5.97,.86,265,11.3,248,126,1.38,4.3,129,1022
"Platanos-Renia, Elis",81200,96000,4.49,1439,6760,17148,2.65,1.4145,5.66,31.4,4960,.4408,30.1,34.4,24.77,61100,65.5,2.8645,5.91,.837,289,11.76,269,104,.75,3.35,122,1023
"Platanos-Renia, Elis",64400,40000,6.26,1099,7000,15843,2.11,1.6294,6.64,33.6,3540,.4587,33.1,26.9,16.34,41100,63.1,3.1604,4.41,.852,255,9.63,192,92,1,4.45,112,1024
"Platanos-Renia, Elis",84700,61000,5.11,999.1,5910,24790,2.17,1.4476,5.46,28.4,4340,.3974,31.4,29.7,23.01,56000,64.5,2.8856,6.41,.827,281,11.37,283,123,.72,3.59,128,1025
"Platanos-Renia, Elis",85100,32000,6.81,613,3190,16496,2.7,1.88,7.53,42.7,4640,.5074,41.9,40.1,21.42,41100,81.7,3.7312,6.14,1.016,346,12.66,304,114,1.17,4.42,156,1026
"Platanos-Renia, Elis",69700,46000,4.2,797,6250,17055,1.99,1.3339,5.14,27.8,3910,.371,26.4,25.4,18.86,47200,58.5,2.5474,6.01,.748,262,9.54,214,104,.86,4.2,101,1027
"Platanos-Renia, Elis",80600,59000,5.09,887,2180,14539,2.35,1.3071,5.62,35.1,4360,.4513,32.1,36.6,21.17,58200,67.3,3.0653,6.44,.919,289,11.76,179,79,.84,4.72,97,1028
"Rhodes",65000,65500,3.93,703,10420,27400,1.98,.996,4.077,23.71,3920,.319,20.9,47.21,21.07,57400,48.5,1.97,5.9,.84,662.4,9.31,574,132,.608,3.05,107,1030
"Rhodes",67500,60400,3.99,682,10210,24800,1.95,1.028,4.024,22.77,4020,.301,21.5,45.69,20.8,55900,47.7,2.14,5.7,.815,634.3,8.9,533,112,.59,3.51,114,1031
"Hagios Stephanos [Ayios Stephanos]",85800,63000,5.27,649,6980,30100,3.02,1.509,6.14,35.8,4850,.469,34.2,26.74,21.02,53600,76.4,3.05,7.77,1.074,319,12.84,267,161,.9,5.49,133,1032
"Hagios Stephanos [Ayios Stephanos]",91000,49000,5.67,714,8980,28800,3.68,1.428,6.54,38.8,5080,.476,37.1,23.47,21.39,52300,84,3.08,7.82,1.262,241,13.81,188,141,.95,6.13,140,1033
"Hagios Stephanos [Ayios Stephanos]",91900,33000,6.01,601,8120,32600,2.97,1.64,6.64,38.5,5610,.525,36.7,26.34,22.53,53000,80.2,3.27,6.79,1.296,269,13.27,184,124,1.08,5.91,121,1034
"Hagios Stephanos [Ayios Stephanos]",85800,61000,5.1,648,6870,32200,2.61,1.38,5.97,34.8,4840,.466,36.1,24.5,19.79,49700,72.1,2.79,7.34,1.024,294,12.07,255,123,.86,4.73,135,1035
"Hagios Stephanos [Ayios Stephanos]",83700,49000,5.02,510,6150,27600,2.8,1.327,5.81,34.9,4630,.448,32.4,24.28,19.97,47700,73,2.93,7.43,1.053,322,12.29,257,135,.94,5.34,125,1036
"Hagios Stephanos [Ayios Stephanos]",85600,64000,5.17,488,6660,28000,2.83,1.378,5.98,35.2,4730,.446,33.3,22.64,20.53,49000,75.1,2.84,7.74,1.051,296,12.39,237,134,.9,4.81,124,1037
"Hagios Stephanos [Ayios Stephanos]",88500,61000,6.11,827,7330,28800,2.77,1.729,6.94,40,4930,.493,40.8,30.65,21.79,52000,81.9,3.3,6.85,1.2,277,12.81,232,126,1.03,5.82,127,1038
"Hagios Stephanos [Ayios Stephanos]",86800,76000,5.28,691,6420,29200,2.95,1.392,5.98,35,4520,.446,31.1,23.7,20.49,51100,73.5,2.77,7.88,1.025,290,12.36,247,173,.86,5.25,140,1039
"Hagios Stephanos [Ayios Stephanos]",91400,63000,5.21,556,7750,30800,2.95,1.441,5.93,35.7,4850,.456,35.3,23.33,21.4,52600,71.2,3.13,8.29,1.078,309,12.45,253,163,.93,5.22,121,1040
"Hagios Stephanos [Ayios Stephanos]",93400,58000,5,857,7540,29600,3.29,1.456,5.9,34.3,4560,.435,35.7,28.06,21.91,54300,70.9,2.81,7.52,1.019,306,12.26,254,131,.92,3.93,151,1041
"Hagios Stephanos [Ayios Stephanos]",87500,51000,4.74,532,6690,29200,2.58,1.247,5.71,36.2,4870,.415,34.8,22.82,20.83,49700,74.1,2.9,8.92,1.093,274,12.66,187,164,.79,6.09,117,1042
"Hagios Stephanos [Ayios Stephanos]",92000,95000,4.78,897,11900,18900,2.4,1.288,5.18,34.5,4460,.376,27.8,30.1,23.94,62000,66.9,2.78,10.92,.829,257,11.62,208,99,.81,3.79,138,1043
"Hagios Stephanos [Ayios Stephanos]",88200,67000,5.6,425,10790,23700,3.65,1.466,6.34,38.6,4640,.478,36.2,22.34,20.04,53900,77.4,3.03,6.96,1.134,226,12.88,153,144,1.04,6.14,103,1044
"Hagios Stephanos [Ayios Stephanos]",83300,54000,5.5,315,9830,24500,2.74,1.495,6.89,41.4,5190,.424,42.4,16.95,18.05,41500,88.4,3.16,6.39,1.353,207,13.6,104,121,1.11,7.86,96,1045
"Hagios Stephanos [Ayios Stephanos]",85500,100000,5.28,587,7130,29500,3.1,1.472,6.2,37.8,4450,.39,38,24.9,20.79,50600,74.4,2.95,8.24,1.05,276,12.53,227,150,1.03,4.86,115,1046
"Hagios Stephanos [Ayios Stephanos]",70900,69000,5.23,429,9370,26600,3.45,1.329,6.01,35.8,4450,.442,33.5,19.54,16.32,40900,74.4,2.92,5.78,1.064,229,11.37,122,127,.92,6.4,112,1047
"Hagios Stephanos [Ayios Stephanos]",78800,77000,4.69,664,4110,40100,2.55,1.318,5.25,31.9,4110,.398,23.6,30.48,21.12,45100,66.4,2.58,10.68,.868,300,11.27,315,162,.83,4.05,77,1048
"Hagios Stephanos [Ayios Stephanos]",83800,59000,4.58,708,7840,26400,2.85,1.428,6.06,35.8,4760,.425,34.4,24.67,20.77,52400,73,2.9,8.13,1.021,272,12.22,186,175,1.01,5.1,106,1049
"Hagios Stephanos [Ayios Stephanos]",82400,45000,5.34,634,9380,39100,2.74,1.241,5.55,34.4,4810,.44,34.8,25.14,19.9,53100,72.9,2.87,8.32,1.116,286,12.65,189,152,.86,6.06,119,1050
"Hagios Stephanos [Ayios Stephanos]",88100,68000,5.06,525,7890,36200,2.72,1.472,6,36.9,4750,.444,32.9,24.62,21.15,51500,65.5,2.93,8.11,1.035,293,12.56,241,176,.98,5.12,122,1051
"Hagios Stephanos [Ayios Stephanos]",80900,63000,4.67,907,5240,30000,2.48,1.101,5.05,30.5,4630,.406,28.7,35.8,22.15,53000,52.1,2.45,10.74,.81,295,10.49,365,124,.86,3.02,80,1052
"Hagios Stephanos [Ayios Stephanos]",69000,115000,4.59,888,3880,30000,2.42,1.128,4.9,29.8,3810,.397,26.4,33.58,19.74,46900,57.3,2.67,13.94,.715,282,9.8,330,161,.67,2.71,116,1053
"Hagios Stephanos [Ayios Stephanos]",78800,94000,4.99,1056,3670,28700,2.71,1.22,5.43,32.3,4370,.401,30.5,29.98,21.73,52100,60.5,2.86,10.07,.764,304,10.18,375,178,.89,3.43,133,1054
"Hagios Stephanos [Ayios Stephanos]",84900,76000,4.92,911,3650,40300,2.52,1.329,5.55,36.6,4440,.434,34.9,37.3,22.99,51000,68.8,2.87,14.77,.822,272,11.74,284,193,.88,3.57,141,1055
"Hagios Stephanos [Ayios Stephanos]",84800,55000,4.95,613,4500,34800,2.48,1.192,5.31,32.4,4540,.464,31.2,34.45,23.01,52200,65.5,3.03,12.05,.874,332,11.37,384,189,.89,3.43,93,1056
"Hagios Stephanos [Ayios Stephanos]",77200,69000,4.52,726,5840,25000,2.55,1.246,5.31,31,4330,.403,28.4,38.83,20.04,54000,62.4,2.65,14.26,.836,338,10.27,361,144,.76,3.5,103,1057
"Hagios Stephanos [Ayios Stephanos]",84800,84000,5.05,719,4040,32300,2.65,1.178,5.6,34.6,4340,.425,31.9,32.95,21,46700,66,2.89,9.58,.853,248,11.78,273,172,.97,3.29,105,1058
"Hagios Stephanos [Ayios Stephanos]",83700,88000,4.63,894,4090,35400,2.75,1.238,5.27,32.4,4250,.419,30,33.51,22.27,51800,61.5,2.82,14.78,.815,302,10.77,359,182,.76,2.99,117,1059
"Hagios Stephanos [Ayios Stephanos]",102600,107000,4.87,238,4710,28900,2.84,1.146,5.54,37,5220,.477,33.3,16.66,24.33,63900,66.2,3.18,8.16,1.147,306,13.66,195,176,.86,5.05,119,1060
"Hagios Stephanos [Ayios Stephanos]",96800,50000,5.32,545,8160,36700,2.87,1.346,6.01,38.11,5110,.473,36.9,26.24,22.1,50700,72.9,3.24,8.95,1.138,267,13.56,193,182,.86,5.03,114,1061
"Thebes",73800,107000,3.75,755,5760,31500,3.13,1.13,4.53,27.9,4520,.35,25.2,33,20.55,50400,61.4,2.25,7.66,.828,434,9.52,402,135,.68,3.63,105,1062
"Thebes",93800,73000,4.86,920,4700,34200,2.59,1.54,5.57,36.6,5210,.424,36.6,34.1,25.2,58500,69.7,2.88,9.92,.934,271,12.57,230,213,.88,3.64,150,1063
"Thebes",84000,94000,3.83,863,4660,25200,2.43,1.16,5.19,33.2,4810,.365,31.1,29.7,21.58,55200,65.1,2.54,9.61,.873,245,11.37,211,173,.81,4.3,148,1064
"Thebes",66000,91000,4.01,971,5680,22200,1.74,1.05,4.18,23,4560,.317,21.3,44.3,20.65,56300,48.8,2.29,4.9,.675,761,7.67,586,112,.56,3.11,113,1065
"Thebes",72800,89000,4.03,1079,4560,25700,2,1.23,4.43,24.1,4250,.334,22.9,48,22.14,61300,52.1,2.35,5.24,.717,695,8.21,604,142,.58,3.57,102,1066
"Thebes",86800,66000,4.12,926,5190,30700,2.47,1.27,5.09,32,5400,.357,28.6,37.3,23.07,58500,69.6,2.62,6.79,.865,480,10.49,459,176,.75,3.38,115,1067
"Thebes",80100,96000,3.84,776,6570,26300,2.4,1.16,4.63,28.1,4850,.325,25.3,33.9,20.34,53100,60.1,2.3,5.93,.792,439,9.64,402,148,.61,3.31,107,1068
"Thebes",83600,56000,4.46,835,8220,26900,2.28,1.4,5.38,31,4820,.338,31.1,34.8,19.99,54000,64.1,2.55,6.03,.883,314,10.13,300,152,.85,4.02,134,1069
"Thebes",79700,96000,4.56,927,10090,24800,2.41,1.37,5.48,33.6,4980,.4,31.8,29,21.08,54300,65.1,2.69,8.88,.857,246,11.3,173,160,.84,3.24,134,1070
"Thebes",75200,82000,4.36,714,9830,20900,2.28,1.18,5.14,27.7,4960,.35,26,38.9,22.43,55700,61.9,2.67,17.15,1.025,615,10,417,212,.73,4.32,148,1071
"Thebes",80600,37000,4.25,771,7040,38200,2.25,1.28,5.1,30.9,5040,.356,27.4,32.4,20.7,55300,65.6,2.45,6.49,.909,357,10.86,299,160,.82,3.94,137,1072
"Thebes",73600,85000,4.1,859,6460,27700,2.51,1.1,4.46,27.3,4870,.298,25.1,36.7,20.67,55000,59.5,2.14,6.08,.79,490,9.59,456,153,.75,3.17,94,1073
"Thebes",80700,77000,4.1,859,8120,27700,2.29,1.05,4.52,28,5000,.379,25.2,28.9,22.25,56200,56.7,2.67,9.02,.859,248,11.05,191,156,.62,3.74,120,1074
"Thebes",82200,89000,4.66,1052,3940,26200,2.42,1.49,5.38,34.1,4580,.447,30.9,36.2,22.51,53400,61.9,2.66,8.31,.793,270,10.76,289,158,.79,3.08,139,1075
"Thebes",57600,115000,3.71,711,5660,19700,2.25,1.15,4.04,23.1,4040,.306,22.8,32.6,17.78,45900,47.1,1.96,4.22,.661,456,7.45,489,94,.69,2.62,102,1076
"Thebes",82400,93000,4.47,966,5800,29300,2.43,1.46,5.3,33.7,4510,.386,29.2,30.4,21.82,53400,65.1,2.82,7.88,.837,248,11.42,206,147,.71,3.61,124,1077
"Thebes",77300,98000,3.62,777,5500,27000,2.41,1.36,4.73,30.6,4620,.346,28.4,33.9,20.65,52200,63.9,2.33,6.3,.799,442,10.18,415,130,.61,3.2,102,1078
"Thebes",68900,59000,3.9,629,6840,28300,1.95,1.3,4.59,26.7,4190,.337,24.1,27.5,18.48,46800,56.3,2.46,5.25,.766,350,9.54,288,154,.75,3.98,107,1079
"Thebes",55300,32000,3.34,1984,6800,10200,1.08,1.07,3.58,19.1,4500,.337,18,99.9,24.04,75400,45,2.08,5.96,.787,1562,5.5,1562,79,.71,3.21,106,1080
"Thebes",85500,99000,4.29,954,6170,27600,2.65,1.35,4.88,31,4710,.416,29.6,32.9,22.51,58700,63.2,2.72,8.57,.854,246,11.55,253,191,.8,3.54,123,1081
"Thebes",58500,101000,3.52,942,3860,15500,1.86,1.04,3.89,21,3990,.309,19.2,41.5,18.88,53500,44.9,2.02,3.33,.635,516,7.13,607,100,.7,3.31,104,1082
"Thebes",68000,70000,4.04,745,6040,21500,2.2,1.23,4.46,24.4,4890,.373,23.4,33.7,20.61,53000,49.4,2.46,4.37,.745,490,8.29,559,106,.69,3.23,99,1083
"Thebes",74400,94000,3.9,677,4640,25600,2.3,1.22,4.52,27,4620,.366,23.4,36.1,21.78,54200,56.1,2.3,5.45,.815,493,9.16,541,160,.71,3.29,88,1084
"Thebes",100200,42000,5.21,921,9540,36800,2.56,1.61,6.25,37.6,4830,.467,32.6,23.8,22.91,55700,80.3,3.07,9.72,1.069,179,14.48,171,161,.98,4.87,96,1085
"Thebes",63000,137000,3.47,672,3980,21000,2.13,1.12,4.13,25.7,3810,.295,22.1,25.1,17.48,41600,49.6,2.11,6.49,.635,194,8.81,144,108,.76,2.51,110,1086
"Thebes",79900,113000,4.75,1039,6100,22000,2.42,1.41,5.27,31.1,4460,.412,28.6,29.7,21.46,55600,61.9,2.57,7.72,.809,243,10.95,226,120,.84,3.34,128,1087
"Thebes",77900,77000,4.46,834,6450,22600,2.68,1.53,5.26,30.1,5040,.405,27.3,36.2,22.52,56700,63.6,2.55,6.41,.845,462,10.02,454,131,.82,3.73,127,1088
"Thebes",89500,91000,4.51,877,7720,27400,2.5,1.34,5.48,34.6,4870,.418,30.6,30,23.32,55600,68.5,2.71,9.66,.89,249,12.58,210,145,.75,4.06,138,1089
"Thebes",73500,82000,3.9,801,6580,18200,2.39,1.34,4.6,26.5,4500,.34,22.7,36.3,20.84,53600,55.6,2.24,4.96,.797,543,8.85,501,110,.73,3.65,91,1090
"Thebes",75600,109000,3.98,914,4820,23800,1.87,1.26,4.57,26,4030,.334,22.6,38.2,21.16,57100,54.3,2.24,5.9,.735,466,9.1,557,116,.68,3.13,111,1091
"Thebes",82000,86000,4.67,938,5550,34400,2.35,1.4,5.41,31.8,4680,.392,29,29.2,20.6,53900,63.7,2.69,8.82,.851,247,11.2,209,147,.78,4.03,114,1092
"Thebes",68400,106000,3.98,1169,11690,22000,1.95,1.09,4.24,23.3,4470,.338,20.9,43.3,21.08,56800,50.2,2.23,4.43,.705,555,7.88,613,89,.73,3.59,103,1093
"Thebes",63200,128000,3.47,868,4700,18000,3.47,1.09,4.15,24,4250,.29,22.9,43.3,19.82,53200,49.8,2.13,4.18,.68,532,7.77,587,93,.67,2.9,114,1094
"Thebes",91500,106000,4.07,722,7070,31900,2.3,1.3,4.96,32.8,4210,.391,27,33.3,25.43,61600,63.8,2.64,11.46,.779,307,11.28,345,177,.76,3.12,130,1095
"Thebes",61500,130000,3.43,744,4580,19400,3.28,1.22,4.04,23.5,3790,.29,23.3,37.1,18.86,49800,47.5,2.06,4.06,.653,470,7.42,538,89,.74,2.33,127,1096
"Thebes",85200,88000,4.3,941,4700,31500,2.4,1.48,5.3,32.9,4650,.397,27.1,32.4,22.56,58500,63.8,2.66,8.01,.828,256,11.37,236,152,.86,3.15,132,1097
"Thebes",67000,73000,4.08,923,5410,23500,1.6,1.21,4.68,24.2,4470,.365,23.2,41.6,20.48,55800,51.4,2.45,4.3,.71,440,8.18,487,127,.78,3.33,126,1098
"Thebes",85200,65000,4.12,632,7570,36700,2.45,1.48,5.88,35.2,4580,.425,36.1,20.6,20.71,47500,73.7,2.71,21.99,.916,302,12.18,169,243,.92,4.81,117,1099
"Thebes",74200,58000,4.31,869,4610,27000,1.92,1.25,4.86,27.8,4730,.384,29.9,40.8,22.08,59100,56.3,2.45,5.66,.77,445,9.59,501,155,.88,3.26,131,1100
"Thebes",65900,82000,4.06,709,6230,25400,2.13,1.22,4.58,24.7,4410,.331,23.4,32.7,20.16,53100,53.9,2.21,4.52,.764,499,8.69,545,142,.83,3.63,104,1101
"Thebes",69500,70000,4.5,1001,4750,25000,1.63,1.25,4.67,24.8,4320,.366,25.4,41.9,20.38,56300,51.6,2.31,4.11,.726,492,8.22,533,106,.7,3.36,98,1102
"Thebes",70900,106000,4.18,960,5950,25700,1.78,1.16,4.29,24.5,4100,.339,25.3,47.5,21.48,59500,51,2.18,5.78,.693,509,8.24,711,132,.68,2.98,120,1103
"Thebes",61700,97000,4.39,966,5010,17500,1.47,1.16,4.23,22,3890,.336,21.9,42.9,19.05,54400,46.2,2.2,3.96,.66,628,7.17,603,114,.68,3.14,109,1104
"Thebes",87000,78000,4.46,972,5790,31800,2.4,1.33,5.38,33.3,5240,.387,29.7,27.4,21.75,52800,66.4,2.68,8.94,1.001,241,11.72,190,160,.73,3.52,122,1105
"Thebes",70700,111000,9.71,940,3820,23700,1.92,.99,4.29,25.6,4000,.299,22.4,41,21.04,55900,54.3,2.17,6.09,.83,449,8.51,597,124,.7,2.93,95,1106
"Thebes",76700,108000,3.82,658,4820,26000,2.14,1.16,4.5,26.4,4450,.359,24,37.7,22.06,55900,57.8,2.4,6.17,.884,485,9.08,503,121,.68,2.69,112,1107
"Thebes",70000,76000,4.65,1130,7750,16500,1.77,1.26,5,26.2,5000,.359,26.2,42.1,20.69,56400,56.8,2.65,4.27,.965,521,8.47,490,110,.83,3.78,112,1108
"Thebes",85800,85000,4.54,869,4570,22800,2.75,1.28,5.09,26.4,5600,.403,25.5,36.3,25.93,57600,60.8,2.7,9.69,1.066,590,10.94,399,149,.88,4.15,142,1109
"Tiryns",71600,104100,4.71,838,5460,21900,2.16,1.099,4.782,28.78,4310,.359,27.2,26.53,19.02,47900,56.5,2.41,7.1,.732,217.6,9.73,197,151,.607,3.67,117,1110
"Tiryns",79700,94500,6.34,916,15300,21400,2.08,1.432,5.726,31.35,4450,.411,22.2,23.15,19.28,49400,63.9,2.76,4.8,.889,193,10.68,145,111,.817,4.41,95,1111
"Tiryns",95600,86800,4.95,940,4690,28500,2.38,1.259,5.319,33.52,4050,.425,29.4,36.04,23.87,55800,66.5,2.9,10.5,.833,255.6,11.66,259,167,.866,3.3,134,1112
"Tiryns",94800,91800,4.52,892,3940,27500,2.43,1.158,5.2,34.15,4080,.418,29.9,32,23.96,57900,65.9,2.72,10.3,.788,254.3,11.61,238,165,.8,3.62,153,1113
"Tiryns",85600,89900,4.36,907,6300,21300,2.23,1.223,5.06,31.75,4020,.35,30.2,29.51,21.64,52900,63,2.64,8.8,.811,281.6,11.26,228,142,.774,3.75,138,1114
"Tiryns",92000,78400,4.62,894,4990,28400,2.51,1.198,5.227,32.51,4160,.388,29.8,30.75,23.45,57400,69,2.75,9.8,.866,261.3,11.94,213,161,.863,3.51,142,1115
"Tiryns",90600,95900,4.28,845,4310,25500,2.55,1.102,4.751,30.96,3510,.386,27.2,27.98,23.77,55400,62.2,2.57,15.3,.757,271.2,11.16,248,190,.803,2.75,163,1116
"Tiryns",88300,82500,4.65,923,5610,29300,2.49,1.27,5.343,33.2,4190,.373,31.6,28.29,22.8,53300,67.7,2.79,9.6,.887,254.1,11.86,221,169,.889,3.38,122,1117
"Tiryns",90800,86000,4.96,1024,5290,28600,2.54,1.356,5.753,32.71,3820,.41,31.3,34.65,20.33,49200,65.7,2.8,8.1,.827,258.4,10.83,320,119,.889,2.43,417,1118
"Tiryns",74100,94700,4.38,920,11340,18600,2.26,1.252,5.099,28.49,3890,.36,28,22.35,18.04,45300,55.4,2.46,7.1,.787,241.4,9.76,180,89,.639,3.45,360,1119
"Tiryns",85200,89700,4.82,1001,4740,27600,2.26,1.206,5.115,31.68,3890,.41,31.1,29.37,23.19,56000,64.2,2.65,9.2,.817,278,11.17,253,154,.8,3.01,126,1120
"Tiryns",85200,86900,4.17,1023,5360,27000,2.32,1.17,5.213,32.31,4090,.385,27.9,29.31,22.11,54900,68.5,2.61,9.8,.848,245,11.49,205,142,.79,3.34,139,1121
"Tiryns",83300,95400,4.84,884,6030,25400,2.39,1.194,5.15,31.05,3560,.379,31.8,28.22,21.53,52100,65.5,2.69,9.1,.866,256.6,11.2,204,158,.782,3.94,131,1122
"Tiryns",88400,96100,4.3,888,5340,26400,2.76,1.241,5.152,31.99,3560,.379,30.7,29.76,23.7,54000,64.6,2.85,10.1,.837,272.9,11.74,229,163,.777,3.19,125,1123
"Tiryns",85600,99300,4.37,1013,5610,31600,2.4,1.206,5.206,33.08,4590,.393,27,30.66,22.32,56700,63.8,2.44,8.9,.856,254.4,10.87,275,179,.784,3.59,129,1124
